Firma;Niederlassungen;IT_Gewinne;aktive_Jahre;letzter_Gewinn;Summe_Wert_EUR;Median_Wert_EUR;ARGE_Gewinne;Ort;PLZ;Email;Web
AURA-IT;1;19;8;2026-06-25;4458480.0;329565.0;0;Rostock;18059;info@aura-it.de;
COMMUNARDO;1;19;8;2026-06-18;3978046.0;825040.0;0;Dresden;01129;info@communardo.de;https://www.communardo.de
BridgingIT GmbH;1;19;7;2026-06-12;3460800.0;3460800.0;2;Mannheim;68161;detlef.schumann@bridging-it.de;http://bridging-it.de
Administration Intelligence AG;1;19;11;2026-06-09;3780631.0;325000.0;2;Würzburg;97082;info@ai-ag.de;https://ai-ag.de/
NETKOM;1;19;9;2026-06-09;86357346.0;5632363.0;0;Erfurt;99087;info@netkom.de;https://www.netkom.de/Privatkunden
LIEBERGESELL;4;19;8;2026-05-18;115810200.0;2862585.0;0;Osnabrueck;49084;info@liebergesell.com;https://www.liebergesell.com/
EVOILA;3;19;7;2026-05-12;102540032.0;519384.0;1;Mainz;55129;bidbox@de.evoila.com;https://www.evoila.de/de/
Bureau van Dijk Electronic Publishing GmbH;1;19;8;2026-04-30;263495798.0;1250000.0;0;Frankfurt am Main;60314;Katharina.Saric@moodys.com;http://moodys.com
NAGARRO;3;19;7;2026-04-28;17491005.0;647741.0;1;Kronberg im Taunus;61476;info@nagarro.com;https://www.nagarro.com/de/
ATOSS;1;19;9;2026-04-07;2715832.0;345000.0;0;München;81671;internet@atoss.com;https://www.atoss.com/de
FISCHER;1;19;8;2026-04-06;9241538.0;293996.0;0;Grasbrunn;85630;info@fischer.biz;
PROVIDEO;6;19;10;2026-03-23;7261130.0;372542.0;0;Berlin;13509;info@provideo.eu;https://provideo.eu/
FOURENERGY;1;19;5;2026-03-13;1346242.0;1346242.0;3;Schönefeld;12529;ausschreibungen@fourenergy.de;http://www.fourenergy.de
EINRICH;3;19;8;2026-03-02;3813906.0;345750.0;5;Fulda;36043;a.wehner@weinrich.de;
CASSINI;1;19;9;2026-01-16;685428001.0;46500000.0;2;Düsseldorf;40474;PMO-RVSE9@IT4Transformation.de;http://www.cassini.de
REITZNER;1;19;7;2025-12-22;7308249.0;215271.0;0;Dillingen;89407;vertriebsunterstuetzung@reitzner.de;
IBSOLUTION;1;19;9;2025-09-30;20954475.0;2205000.0;2;Heilbronn;74076;info@ibsolution.com;http://www.ibsolution.de
DTS;2;19;9;2025-06-30;9200591.0;390186.0;0;Herford;32051;ausschreibungen@dts.de;http://www.dts.de
EXTREMENETWORKS;1;19;4;2025-04-23;81220750.0;40610375.0;0;Berlin;13509;alivert@extremenetworks.com;
DH Healthcare GmbH;2;19;4;2025-03-10;755262.0;755262.0;0;Bonn;53227;healthcare.de@dedalus.com;https://www.dedalus.com/dach/de/
CADENCE;1;19;7;2024-12-17;13300419.0;1017846.0;0;Feldkirchen;85622;falbert@cadence.com;
PIN Mail GmbH;1;19;6;2022-12-29;40865900.0;709419.0;0;Eisenhüttenstadt;15890;frank.reymund@pin-woltersdorf.de;
TUV;6;18;7;2026-06-22;26406428.0;812500.0;0;Köln;51105;Ausschreibungen-trc-ncp@de.tuv.com;
Gesellschft für digitale Bildung mbH;2;18;8;2026-05-11;3434245.0;470564.0;0;Mainz;55129;ausschreibungen@convergetp.de;https://convergetp.de/impressum/
XIMA;1;18;10;2026-04-24;28101442.0;661400.0;3;Dresden;01099;vertrieb@xima.de;http://www.xima.de
Bundesdruckerei GmbH;1;18;9;2026-04-17;40299971.0;1170000.0;0;Berlin;10969;KAM-bid@bdr.de;http://www.bundesdruckerei.de
DMI;1;18;10;2026-04-10;11860372.0;1144000.0;1;Münster;48161;ausschreibungen@dmi.de;https://www.dmi.de/
ISO Software Systeme GmbH;1;18;9;2026-03-31;15434334.0;554157.0;1;Nürnberg;90491;iss.tenders.admin@iso-gruppe.com;
SIEMENS-HEALTHINEERS;2;18;7;2026-03-24;1261730.0;215001.0;0;Erlangen;91052;ausschreibungen.team@siemens-healthineers.com;www.siemens-healthineers.com
PUBLICPLAN;1;18;9;2026-02-18;830106399.0;11000000.0;1;Düsseldorf;40476;no@emailaddress.given;http://www.publicplan.de
TIGERSOFT;1;18;5;2025-12-05;47024191.0;270541.0;0;Wolfenbüttel;38304;systemhaus@tigersoft.de;
SAS;1;18;8;2025-12-01;;;0;Heidelberg;69118;licensing@sas.com;
ISAX;1;18;6;2025-11-14;1866590.0;423000.0;5;Dresden;01129;bidmanagement@isax.com;https://www.isax.com/
Deutschlandradio;1;18;7;2025-08-15;102329726.0;498353.0;0;Kiel;24103;info@i-rz.de;
LVZ;5;18;9;2025-08-11;16124561.0;3032988.0;0;Leipzig;04159;jana.boehm@lvz.de;https://www.lvz-post.de
DETECON;2;18;7;2025-06-03;3226411.0;524480.0;2;Köln;50678;beispiel@beispiel.de;
FERCHAU;4;18;7;2025-04-24;5861657.0;5861657.0;2;Gummersbach;51643;info@ferchau.com;
FESTO;1;18;7;2025-04-17;5451182.0;265042.0;0;Denkendorf;73770;did@de.festo.com;http://www.festo-didactic.de
DEUTSCHE-GLASFASER;2;18;8;2025-04-15;629745449.0;30684907.0;0;Borken;46325;state-aid@deutsche-glasfaser.de;https://www.deutsche-glasfaser.de
NORCOM;1;18;7;2025-03-04;11153481.0;5125824.0;1;München;80333;info@norcom.de;https://www.norcom.de/
THECLOUD;1;18;6;2024-12-18;773401047.0;2003428.0;0;München;81677;rfp@thecloud.eu;http://www.thecloud.eu
BISSINGER;1;18;7;2024-12-09;4943896.0;288353.0;1;Gundelfingen;89423;MPS-Vertrieb@bissinger.de;
BENSEGGER;1;18;7;2024-08-21;8225723.0;442238.0;0;Rosenheim;83022;dithmar@bensegger.de;
E. Michaelis & Co. (GmbH & Co.) KG Niederlassung Hamburg;1;17;10;2026-06-16;68599031.0;1557156.0;3;Reinbek;21465;alamp@igepagroup.com;http://www.igepagroup.de
alsterarbeit gemeinnützige GmbH;1;17;9;2026-06-12;94357013.0;1036135.0;0;Hamburg;22337;info@alsterarbeit.de;http://www.alsterarbeit.de
K+B E-Tech GmbH & Co. KG;1;17;5;2026-06-09;5155850.0;274550.0;0;Cham;93413;info@k-b.de;
NATUVION;1;17;8;2026-05-27;1707400.0;468600.0;2;Walldorf;69190;info@natuvion.com;http://www.natuvion.com
CYPROTECT;1;17;7;2026-05-12;902550.0;175840.0;1;München;81829;f.neumann@cyprotect.com;
ESG;3;17;9;2026-04-28;9711745.0;2966512.0;0;Fürstenfeldbruck;82256;michael.volk@hensoldt.net;
GOVERNIKUS;1;17;8;2026-02-27;2565950.0;500000.0;1;Bremen;28359;vergabe@governikus.com;http://governikus.de
TECSERVICE;2;17;8;2026-02-10;13062623.0;955233.0;0;Leipzig;04319;vertrieb@tecservice.de;http://www.tecservice.de
LIEBL;2;17;9;2025-12-23;3913926.0;231546.0;0;Regensburg;93053;mhingerl@liebl.de;http://www.papier-liebl.de
mrg computer;2;17;7;2025-12-18;3956508.0;202342.0;0;Werder;14542;info@lapstars.de;https://lapstars.de
SAFETEC;3;17;7;2025-12-16;5071372.0;363319.0;0;Stuttgart;70372;info@safetec.de;http://www.safetec.de
DHL;2;17;9;2025-11-25;59714814.0;3337085.0;8;Bonn;53113;e-vergabe.ausschreibungen@deutschepost.de;https://www.dhl.de/de/geschaeftskunden/paket.html
MH-SERVICE;1;17;8;2025-11-07;3331364.0;404420.0;0;Kandel;76870;info@mh-service.de;http://mh-service.de
BITS-LINK;2;17;5;2025-10-13;5085885.0;307464.0;0;Sulzberg;87477;aust@bits-link.de;
Bürofachhandel & Datentechnik GmbH;2;17;6;2025-09-24;36674121.0;1159664.0;0;Erfurt;99091;karl.riethmueller@bdt-erfurt.de;
GRUNDIG-GBS;1;17;8;2025-09-10;16739225.0;424701.0;1;Bayreuth;95448;carsten.ring@grundig-gbs.com;https://www.grundig-gbs.com
KAENGURUH-PAPER;8;17;9;2025-08-18;2997534.0;305602.0;0;Kassel;34123;sonja.schellmann@kaenguruh-paper.de;
ACCSO;3;17;7;2025-08-12;12804135.0;261860.0;1;Darmstadt;64295;anfragen@accso.de;
WPS - Workplace Solutions GmbH;1;17;8;2025-06-20;11816556.0;400000.0;1;Hamburg;22301;info@wps.de;
PROACT;2;17;7;2025-06-17;1157637058.0;356000.0;0;Nürnberg;90449;info@proact.de;https://www.proact.se
GDV;1;17;8;2025-06-04;6149709.0;229468.0;0;Ingelheim;55218;info@gdv.com;
Bechtle GmbH IT-Systemhaus Hamburg;1;17;6;2025-04-24;5308247.0;264980.0;0;Hamburg;20359;hamburg@bechtle.com;
MSH-PRINT;1;17;6;2022-05-28;4829049.0;337096.0;1;Ried;86510;mbautze@msh-print.de;
HISCOUT;1;16;8;2026-06-19;776800.0;388400.0;0;Berlin;12163;sales@hiscout.com;
KEYSIGHT;4;16;9;2026-06-10;4449157.0;420270.0;0;Böblingen;71034;matthias_kohler@keysight.com;http://www.keysight.de
National Instruments Germany GmbH;1;16;9;2026-06-09;4479730.0;299000.0;0;München;80687;info.germany@ni.com;http://www.ni.com/germany
CELLEBRITE;1;16;8;2026-05-13;6120728.0;982782.0;0;München;81669;norbert.grund@cellebrite.com;https://cellebrite.com/
EntServ Deutschland GmbH;1;16;8;2026-05-12;82883471.0;812500.0;0;Böblingen;71034;vergabe@dxc.com;
BOSCH;5;16;9;2026-04-28;10736193.0;442205.0;0;Hamburg;20097;Info.Service@bosch.com;www.bosch.de
GAF;1;16;9;2026-04-09;21332031.0;683461.0;0;München;80634;acqinfo-eu@gaf.de;https://www.gaf.de
LOGODATA;1;16;7;2026-04-08;9095772.0;334733.0;0;Erfurt;99084;info@logodata.de;
VERTIGIS;4;16;5;2026-03-30;35762093.0;880154.0;0;Bonn;53177;info-de@vertigis.com;https://www.vertigis.com
ABS-TEAM;1;16;10;2026-02-26;13476275.0;1568425.0;3;Bovenden;37120;ausschreibungen@abs-team.de;https://www.abs-team.de
Public Cloud Group GmbH;3;16;3;2026-02-09;3465000000.0;56000000.0;0;Ulm;89081;info@g.pcg.io;https://www.g.pcg.io
Office Mix GmbH;1;16;7;2025-12-23;14721027.0;215000.0;0;Mannheim;68199;angebote@officemix.de;http://officemix.de
NETZWERT;1;16;9;2025-12-23;5051045.0;303122.0;0;Leipzig;04103;info@netzwert.it;
PANDACOMDIREKT;1;16;7;2025-12-22;74833196.0;210561.0;0;Dreieich;63303;bieterportal-alt@deutschebahn.com;https://www.pandacomdirekt.de/
DYNASYS;1;16;6;2025-12-01;5980615.0;464415.0;0;Augsburg;86167;a.langmeier@dynasys.de;
RITTAL;1;16;6;2025-10-30;3994790.0;289898.0;0;Herborn;35745;info@rittal.de;http://www.rittal.de
ipoque GmbH;1;16;7;2025-10-10;6648570.0;320000.0;0;Leipzig;04109;info.ipoque@rohde-schwarz.com;
ERSTLING;4;16;4;2025-09-29;10269904.0;273466.0;0;Berlin;13053;ausschreibung@erstling.de;http://www.erstling.de
BIZFACTORY;1;16;7;2025-07-14;15306675.0;665360.0;1;München;80335;hallo@bizfactory.tech;
SOHNIX;1;16;7;2025-02-18;25678374.0;759696.0;0;Lambrechtshagen;18069;vid@sohnix.ag;
MINHOFF;1;16;8;2025-01-27;42666716.0;376400.0;0;Berlin;12207;adamowicz@minhoff.de;
RF-COMPUTER;1;16;5;2023-05-26;4256469.0;134963.0;0;Rheine;48431;info@rf-computer.de;
SPIE COMNET GmbH;1;16;5;2023-04-20;6203955.0;537800.0;0;Hamburg;14055;gwendt@com-net.de;
Business Voice GmbH;1;16;5;2022-06-14;21411155.0;221000.0;0;Ulm;89079;;
OSTERTAGDETEWE;3;15;7;2026-06-24;5544991.0;461892.0;0;Düsseldorf;40549;matthias.eger@ostertagdetewe.de;
ROM-TECHNIK;1;15;7;2026-06-19;16319504.0;389680.0;0;Aalen;73430;ROM-HNL-AA-Ausschreibungen@rom-technik.de;
MENTIQ;1;15;8;2026-06-16;11884854.0;2863870.0;0;Dornach;85609;mathias.hofhus@mentiq.com;
PIT;1;15;8;2026-05-26;14255259.0;1371858.0;0;Heidelberg;69124;info@pit.de;
OLTERSKLUWER;1;15;8;2026-05-18;3902870.0;1034100.0;0;Hürth;50354;ausschreibungen@wolterskluwer.com;
NEUSTA;4;15;7;2026-05-18;3706795.0;223460.0;0;Landsberg am Lech;86899;sales@destination.one;https://www.destination.one
BWPOST-REMS-MURR;1;15;8;2026-05-11;29581015.0;4132555.0;1;Waiblingen;71332;info@bwpost-rems-murr.de;http://www.bwpost-rems-murr.de
MINDSQUARE;2;15;6;2026-04-27;3215387.0;622291.0;0;Bielefeld;33602;info@mindsquare.de;https://mindsquare.de
F-CONSULTING;1;15;6;2026-03-24;6804319.0;1013849.0;0;Ratingen;40882;sschillings@f-consulting.de;
REGIOMAIL;1;15;7;2026-03-23;56656121.0;3927248.0;1;Heilbronn;74076;mirela.weber@regiomail.de;
Lufthansa Industry Solutions AS GmbH;1;15;6;2026-02-25;2342476.0;1171238.0;1;Norderstedt;22844;frank.schuhmann@lhind.dlh.de;
MORGENSTERN;1;15;8;2026-01-26;14418289.0;712395.0;0;Reutlingen;72770;Projektmanagement@morgenstern.de;
SPEICHERWERKE;1;15;10;2026-01-22;9023795.0;325301.0;0;München;81829;kontakt@speicherwerke.de;
ISERV;1;15;7;2026-01-09;5975795.0;477978.0;0;Braunschweig;38104;ausschreibungen@iserv.eu;
RDS;1;15;8;2026-01-02;74574808.0;16200276.0;1;Düsseldorf;40470;vertrieb@rds.de;http://www.rds.de
U.N.P. - Software GmbH;1;15;8;2026-01-02;22779954.0;1300000.0;5;Düsseldorf;40213;rainer.goewe-servos@unp.de;
INNOVAS;1;15;5;2025-12-23;29915163.0;698122.0;0;Köln;50668;kontakt@innovas.de;https://www.innovas.de
UDF;1;15;9;2025-12-22;213555036.0;2372200.0;2;Stuttgart;70184;stuttgart@udf.de;http://www.udf.de
PAUL-IT-SERVICE;1;15;7;2025-12-17;57347231.0;6689441.0;1;Berlin;10789;kuemmel@paul-it-service.de;https://paul-it-service.de/de/home/
TEAMROADRUNNER;1;15;5;2025-12-09;269088.0;134544.0;0;Troisdorf;53840;todorovic@teamroadrunner.de;
PICTURE-GMBH;1;15;8;2025-12-08;243333605.0;674200.0;3;Münster;48147;vergabe@picture-gmbh.de;https://www.picture-gmbh.de
HANSECOM;2;15;6;2025-12-02;4727378.0;184930.0;0;Hamburg;20097;hallo@hansecom.com;https://hansecom.com/
BERLINUX-SOLUTIONS;2;15;6;2025-11-17;3635512.0;353115.0;0;Berlin;10367;info@berlinux-solutions.de;http://www.berlinux-solutions.de
GE Healthcare GmbH;1;15;9;2025-11-11;2765893.0;501932.0;1;Düsseldorf;40468;InsideSales.HCIT@gehealthcare.com;
ECONOCOM;1;15;7;2025-11-03;77073878.0;1125914.0;0;Frankfurt;60528;jaroslaw.schwinge@econocom.com;
MESALVO;10;15;3;2025-10-21;1649126.0;386265.0;0;Mannheim;68167;info@mesalvo.com;http://www.mesalvo.com
MILCHUNDZUCKER;6;15;7;2025-10-06;5259649.0;545340.0;0;Gießen;35398;salesoffice@milchundzucker.de;http://www.milchundzucker
FRANKEN-LEHRMITTEL;4;15;7;2025-09-15;4037988.0;251110.0;0;Kammerstein;91126;d.ruehrer@franken-lehrmittel.de;
ISO Public Services GmbH;3;15;6;2025-08-29;13595864.0;6797932.0;0;Nürnberg;90491;info@iso-gruppe.com;https://www.iso-gruppe.com/de/iso-public-services/unternehmen.html
COHRS-KURIER;2;15;8;2025-06-13;7574186.0;770000.0;0;Munster;29633;Ines.vormann@cohrs-kurier.de;
EPCAN;1;15;6;2025-05-15;366300750.0;11845034.0;4;Vreden;48691;bm@epcan.de;https://www.epcan.de/
SER Solutions Deutschland GmbH;1;15;6;2025-03-28;16895209.0;446140.0;0;Bonn;53227;info@sergroup.com;http://www.sergroup.com
FNT GmbH;1;15;7;2024-12-09;10112251.0;1429469.0;0;Ellwangen;73479;bidmanagement@fntsoftware.com;
NETFOX;1;15;7;2024-12-08;57462943.0;841800.0;0;Kleinmachnow;14532;jcaspers@netfox.de;
PricewaterhouseCoopers AG;1;15;6;2024-12-02;504557036.0;8680000.0;0;Düsseldorf;40227;de_zentrale-pwc-wpg@pwc.com;
ZALARIS;1;15;7;2024-10-14;52384457.0;6051270.0;0;Henstedt-Ulzburg (Schleswig-Holstein);24558;salessupport@zalaris.de;
REGIO Print-Vertrieb GmbH & Co. KG;1;15;8;2024-09-16;14355356.0;476937.0;0;Cottbus;03050;Enrico.Neubauer@lr-online.de;
System Informations GmbH;1;15;5;2024-01-30;20713781.0;593368.0;0;Neu-Ulm;89231;musa.cosgun@sig-ulm.de;
ISB GmbH;1;15;5;2022-11-07;5247519.0;798004.0;0;Schwerte;58239;ghi@isb-gmbh.biz;
ITEMDE;1;15;6;2022-03-23;10345385.0;356773.0;0;Meerbusch;40670;michael.thalhofer@itemde.de;
SPREESYSTEMS;1;14;6;2026-06-15;111518.0;111518.0;0;Teltow;14513;vt-mw@spreesystems.DE;
ITERATEC;1;14;7;2026-06-10;73545800.0;2700000.0;1;München;81669;sales-ops@iteratec.de;https://www.iteratec.com/de/
Systempartner IT-Vertriebs GmbH & Co. KG;1;14;5;2026-06-08;460580.0;153527.0;0;Lüneburg;21339;s.rueter@it-system-partner.de;http://www.it-system-partner.de
GM-PLAST;2;14;8;2026-05-18;79804630.0;1940000.0;0;Flensburg;24941;gm@gm-plast.de;https://www.gm-plast.com/
VALID-DIGITAL;1;14;6;2026-05-13;599240.0;299620.0;0;Berlin;10997;info@valid-digital.com;https://www.valid-digital.com
IT-NOVUM;1;14;8;2026-05-08;4590102.0;603560.0;0;Fulda;36043;eim.sales@it-novum.com;https://it-novum.com/impressum/
PricewaterhouseCoopers GmbH WPG;3;14;4;2026-04-30;278400.0;278400.0;0;Frankfurt am Main;60327;de_zentrale-pwc-wpg@pwc.com;
SEIBERT;5;14;3;2026-04-13;1067095.0;402176.0;0;Wiesbaden;65185;tender@seibert.group;https://de.seibert.group/
PDV-SYSTEMHAUS;1;14;7;2026-04-08;21615378.0;235512.0;1;Erfurt;99099;sascha.pfeiffer@pdv-systemhaus.de;https://www.pdv-systemhaus.de/
THIEME-COMPLIANCE;2;14;3;2026-04-07;5924879.0;273871.0;0;Erlangen;91058;service@thieme-compliance.de;https://www.thieme-compliance.de
Agile Software GmbH;1;14;8;2026-03-27;6755737.0;891157.0;0;Solingen;42697;ausschreibungen@codecentric.de;http://www.codecentric.de
PLATE;1;14;9;2026-03-23;905144.0;219215.0;0;Lilienthal;28865;mloebel@plate.de;http://www.plate.de
ADVITEC;2;14;7;2026-03-16;12258930.0;507600.0;1;Dresden;01069;jboche@advitec.de;
COSINEX;1;14;8;2026-03-12;50959786.0;632384.0;1;Bochum;44801;produktberatung@cosinex.de;http://www.cosinex.de
HYDROTEC;5;14;8;2026-03-10;1924501.0;395340.0;0;Aachen;52066;mail@hydrotec.de;http://www.hydrotec.de
AXIANS-INFOMA;1;14;7;2026-03-09;7643597.0;533467.0;0;Ulm;89081;florian.goestl@axians-infoma.de;http://www.axians-infoma.de
HAIILO;4;14;4;2026-02-24;9060181.0;486108.0;0;Hamburg;22761;jonas.rey@haiilo.com;https://www.haiilo.com/de
4VOICE;1;14;6;2026-02-09;3073990.0;644000.0;1;Hirschaid;96114;vertrieb@4voice.de;https://www.4voice.de
UHER;1;14;8;2025-12-05;1266755.0;302307.0;0;Braunschweig;38122;info@uher.com;https://uher.com
GFA-GROUP;1;14;8;2025-11-14;8015876.0;668304.0;5;Hamburg;22359;info@gfa-group.de;http://www.gfa-group.de
SCHWENDYGMBH;1;14;6;2025-10-14;8210800.0;207636.0;0;Zossen;15806;singer@schwendygmbh.de;http://www.schwendy1.de
TE-SCHMIDT;4;14;6;2025-08-29;7232408.0;1000000.0;0;Koblenz;56070;matthias.weske@te-schmidt.de;
AVAYA;2;14;8;2025-06-18;34063769.0;1132299.0;0;Düsseldorf;40547;pristl@avaya.de;
DURAPLAN;2;14;6;2025-06-10;3862828.0;473950.0;0;München;80807;info@duraplan.net;https://www.duraplan.net/
NAVUM;1;14;9;2025-04-30;9842775.0;774224.0;0;Wörthsee;82237;info@navum.de;www.navum.de
HSH Soft- und Hardware Vertriebs GmbH;1;14;8;2024-12-12;4104758.0;534570.0;0;Ahrensfelde;16356;vertrieb@hsh-berlin.com;
IKOR;2;14;7;2024-11-13;7635656.0;295828.0;4;Hamburg;22765;info@ikor.de;
M.S.E. GmbH;2;14;8;2024-10-07;14658373.0;523910.0;0;Unna;59427;malte.schwartz@msegmbh.de;
TELCAT;2;14;4;2024-09-18;2944081.0;393989.0;2;Magdeburg;39116;info@telcat.de;
ETS-DIDACTIC;2;14;6;2024-09-12;4641701.0;447561.0;0;Kinding;85125;submission@ets-didactic.de;
CYBERPORT;1;14;4;2024-08-20;10008177.0;281139.0;0;Dresden;01099;mlebherz@cyberport.de;
ARS;1;14;5;2024-06-27;;;0;München;80339;michael.arbesmeier@ars.de;
COPRA-SYSTEM;1;14;7;2024-03-19;3992096.0;917376.0;1;Berlin;13189;vertrieb@copra-system.de;
AHLEMEYER;1;14;5;2023-11-21;4367848.0;93763.0;0;Duisburg;47249;ausschreibung@ahlemeyer.com;
MANIG-PALME;1;14;6;2023-09-15;3646124.0;372388.0;2;Radebeul;01445;info@manig-palme.de;
EINS;1;14;5;2023-02-09;185376693.0;2496154.0;0;Chemnitz;09111;sven.liebscher@eins.de;
BRAINLAB;1;13;5;2026-06-01;3566235.0;886059.0;0;München;81829;dach_sales@brainlab.com;
NEXTCLOUD;3;13;6;2026-05-28;7841578.0;958623.0;0;Stuttgart;70192;Fabian.liedtke@nextcloud.com;https://nextcloud.com/de/
THOMANN;3;13;7;2026-04-27;1664669.0;563714.0;0;Burgebrach;96138;audioprof@thomann.de;http://www.audioprof.de
Arvato Systems Digital GmbH;4;13;5;2026-04-23;2225200.0;562500.0;1;Leipzig;04317;sales.utilities@bertelsmann.de;https://www.utilities.arvato-systems.de
IPDYNAMICS;1;13;8;2026-04-13;5858164.0;596592.0;1;Hamburg;20539;vertrieb@ipdynamics.de;http://www.ipdynamics.de
TELONIC;1;13;7;2026-04-07;151996398.0;820286.0;0;Köln, Deutschland;51147;mende-office@telonic.de;
SLD-MEDIATEC;1;13;6;2026-03-30;2622668.0;230228.0;0;Nürnberg;90425;info@sld-mediatec.de;http://www.sld-mediatec.de
IT Professionals AG;1;13;6;2026-03-25;733452940.0;27000000.0;3;Frankfurt am Main;60313;RESPOVVVV@rentenbank.de;
südmail GmbH;1;13;9;2026-03-23;75678311.0;7487310.0;0;Weingarten;88250;t.gerlach@suedmail.de;
CONDAT;1;13;7;2026-03-16;1622206.0;139500.0;0;Berlin;10559;tse@condat.de;http://www.condat.de
CONVISTA;2;13;8;2026-02-27;97144050.0;5000000.0;1;Köln;50678;salesservices@ConVista.com;http://ConVista.com
IRESOFT;4;13;3;2026-02-24;410959.0;107029.0;0;Baar;6340;info@wiresoft.com;http://wiresoft.com
COM plan + service GmbH;2;13;6;2026-02-13;1753824.0;340321.0;0;Viernheim;68535;weinkoetz@cpls.de;https://www.complan-und-service.de
PLANORG;4;13;5;2026-02-09;2414257.0;562787.0;0;Jena;07743;sales@planorg.de;
APPSFACTORY;1;13;7;2026-01-15;1032940.0;302940.0;0;Leipzig;04109;rene.hamann@appsfactory.de;www.appsfactory.de
DOCTOLIB;1;13;5;2025-12-30;5610002.0;215001.0;0;Berlin;10961;tenderoffice@doctolib.com;http://www.doctolib.com
SOLVVISION;1;13;5;2025-12-30;515259.0;257630.0;0;Frankfurt am Main;60325;info@solvvision.de;www.solvvision.de
Interflex Datensysteme GmbH & Co. KG;1;13;6;2025-12-22;2134949.0;306000.0;0;Stuttgart;70567;selina.guelbey@allegion.com;
COMNETGMBH;2;13;7;2025-12-22;3411930.0;399931.0;0;Hannover;30163;mail@comnet-solutions.de;http://www.comnet-solutions.de
G-CO Automotive Folientechnik GmbH;1;13;6;2025-12-19;2009105.0;516340.0;0;Rostock;18057;info@gecko.de;
C & P Consulting GmbH;1;13;4;2025-12-08;1597348.0;240692.0;0;Potsdam;14482;vergabe@notebooksbilliger.de;http://www.notebooksbilliger.de/
NETAPP;1;13;8;2025-12-05;454989918.0;9500000.0;0;Kirchheim bei München;85551;florianu@netapp.com;http://www.netapp.com
COMPUTERTECHNIK-BERGER;1;13;5;2025-11-27;2471224.0;179815.0;0;Bad Bentheim;48455;t.berger@computertechnik-berger.de;http://www.computertechnik-berger.de
AIXCONCEPT;2;13;7;2025-10-31;3416562.0;324720.0;0;Stolberg;52222;vertrieb@aixconcept.de;https://aixconcept.de
TRAPEZEGROUP;5;13;4;2025-10-28;6550921.0;251291.0;0;Neuhausen;8212 Neuhausen;info.ch@trapezegroup.com;https://www.trapezegroup.de/
KUCHEM;1;13;7;2025-10-21;11776008.0;305518.0;0;Königswinter;53639;Ausschreibung@kuchem.com;http://kuchem.com
DIALOGIKA;3;13;7;2025-09-08;2400259.0;191720.0;0;Saarbrücken;66125;info@dialogika.de;
CONVOTIS;4;13;4;2025-08-26;31194764.0;3255450.0;0;Münster;48153;ausschreibung@convotis.com;http://www.convotis.com
SEIBERT-MEDIA;1;13;6;2025-08-19;6589717.0;600000.0;0;Wiesbaden;65185;vertrieb@seibert-media.net;
TÜV Informationstechnik GmbH;2;13;8;2025-08-04;15812431.0;439089.0;2;Essen;45307;bidmanagement@tuvit.de;
DKV-EUROSERVICE;1;13;8;2025-04-22;641110653.0;23559404.0;0;Ratingen;40882;supplier-reg-dach@dkv-mobility.com;
BIBLIOTHECA;1;13;8;2025-04-07;3163707.0;266863.0;0;Reutlingen;72762;Tenders-DE@bibliotheca.com;http://www.bibliotheca.com
CLOUDOGU;1;13;6;2025-02-10;;;0;Braunschweig;38100;thomas.grosser@cloudogu.com;
ACADEMICSOFTWARE;3;13;2;2025-02-03;2605000000.0;412500000.0;0;Lokeren;9160 Lokeren;info@academicsoftware.com;https://www.academicsoftware.com
AWA-COUVERT;1;13;6;2025-01-29;11324443.0;769207.0;0;Alfeld / Leine;31061;leonie.fennig@awa-couvert.de;
UTIMACO;3;13;8;2025-01-09;;;0;Aachen;52080;info@utimaco.com;
IBA-HARTMANN;1;13;6;2024-12-30;3821258.0;254780.0;0;Augsburg;86165;info@iba-hartmann.de;
LÄMMERZAHL GmbH;1;13;7;2024-12-11;7490152.0;1922670.0;0;Dortmund;44225;vertrieb@laemmerzahl.de;
COMPUSAFE;1;13;7;2024-09-29;299200.0;299200.0;0;München;81373;michael.meinke@compusafe.de;
VST Mies GmbH;1;13;8;2024-09-06;5763544.0;327336.0;0;Saalfeld;07318;karina.klein@vst-pro.de;
SBSK;1;13;7;2024-06-19;7785754.0;509248.0;0;Schönebeck;39218;vertrieb@sbsk.de;
GULP;2;13;5;2024-05-03;215589000.0;55269500.0;7;München;80687;bieterportal-alt@deutschebahn.com;
B & K Computersysteme GmbH;1;13;6;2024-02-19;1654350.0;413587.0;0;Anger;83454;info@bk-computer.de;
m.Doc GmbH;1;13;2;2023-12-21;2609322.0;323102.0;0;Köln;50668;tender@mdoc.one;
VINTIN;3;13;8;2023-08-24;3975618.0;359700.0;0;Sennfeld;97526;sales.constructions@vintin.de;
BOA Business Solutions GmbH;1;13;3;2023-07-31;6564908.0;305730.0;0;Laupheim;88471;ausschreibung@boa-gmbh.de;
ACS alpha computer sales GmbH;1;13;3;2023-04-17;7437487.0;697099.0;0;Ottobrunn-Riemerling;85521;;
BLUSYSTEMS;1;13;6;2023-02-06;;;0;OBERHACHING;82041;info@blusystems.de;
Vitos gGmbH für Vitos Haina gGmbH;1;12;4;2026-06-23;5828385.0;1600000.0;0;Berlin;10829;info@telecomputer.de;http://www.telecomputer.de
